공종,작업명,단위작업명,기인물,재해형태,사고건수,단위작업명전체건수,비중(%),기인물 분류(VlookUp),구분(12대 기인물 = 중점관리대상),위험도 순위 (~12위),3년간 사고비중(19~21년)
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)","기타자재(내부마감재,시멘트,마대)",깔림 뒤집힘,1,126,0.8,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)","기타자재(내부마감재,시멘트,마대)",넘어짐,1,126,0.8,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)","기타자재(내부마감재,시멘트,마대)",무너짐,1,126,0.8,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",배관,맞음,1,126,0.8,배관,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",분류불능,부딪힘 접촉,1,126,0.8,분류불능,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",분류불능,화재,1,126,0.8,분류불능,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",수목,맞음,1,126,0.8,수목,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",암석,넘어짐,1,126,0.8,암석,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",암석,맞음,1,126,0.8,암석,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",엘리베이터피트,떨어짐,1,126,0.8,엘리베이터피트,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",원인미상,폭염,1,126,0.8,원인미상,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",용접(단)기,화재,1,126,0.8,유해위험기계기구,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",작업발판/가설계단,떨어짐,1,126,0.8,작업발판/가설계단,12대 기인물,4,6.9%
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",충전부,화재,1,126,0.8,전기,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",화학물질,화재,1,126,0.8,화학물질,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",흙막이가시설,떨어짐,1,126,0.8,흙막이가시설,해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,"지붕(처마,홈통)",떨어짐,19,124,15.3,마감재,12대 기인물,3,7.1%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,벽체,깔림 뒤집힘,16,124,12.9,벽체,해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,슬라브단부,떨어짐,9,124,7.3,슬라브단부,해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,철골(철골구조물),떨어짐,7,124,5.6,건설자재,12대 기인물,2,8.5%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,"지붕(채광판,선라이트)",떨어짐,5,124,4.0,마감재,12대 기인물,3,7.1%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,개구부(기타개구부),떨어짐,4,124,3.2,개구부,12대 기인물,1,9.0%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,기타구조물,맞음,4,124,3.2,기타구조물,해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,"기타자재(내부마감재,시멘트,마대)",깔림 뒤집힘,4,124,3.2,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,천장(판넬 등 마감재),떨어짐,4,124,3.2,마감재,해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,굴착기,떨어짐,3,124,2.4,건설기계,12대 기인물,5,4.9%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,기타구조물,깔림 뒤집힘,3,124,2.4,기타구조물,해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,외부마감재,떨어짐,3,124,2.4,마감재,해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,굴착기,깔림 뒤집힘,2,124,1.6,건설기계,12대 기인물,5,4.9%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,굴착기,끼임,2,124,1.6,건설기계,12대 기인물,5,4.9%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,기계설비,깔림 뒤집힘,2,124,1.6,기계설비,해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,기타구조물,떨어짐,2,124,1.6,기타구조물,해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,"기타자재(내부마감재,시멘트,마대)",맞음,2,124,1.6,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,배관,맞음,2,124,1.6,배관,해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,슬라브단부,깔림 뒤집힘,2,124,1.6,슬라브단부,해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,화학물질,폭발,2,124,1.6,화학물질,해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,"각재(파이프,강관,합판)",깔림 뒤집힘,1,124,0.8,"각재(파이프,강관,합판)",해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,개구부(바닥개구부),떨어짐,1,124,0.8,개구부,12대 기인물,1,9.0%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,고정식크레인,떨어짐,1,124,0.8,건설기계,해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,굴착기,맞음,1,124,0.8,건설기계,12대 기인물,5,4.9%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,굴착기,부딪힘 접촉,1,124,0.8,건설기계,12대 기인물,5,4.9%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,이동식크레인,깔림 뒤집힘,1,124,0.8,건설기계,12대 기인물,12,2.3%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,이동식크레인,떨어짐,1,124,0.8,건설기계,12대 기인물,12,2.3%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,이동식크레인,맞음(낙하물체),1,124,0.8,건설기계,12대 기인물,12,2.3%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,철골(철골구조물),깔림 뒤집힘,1,124,0.8,건설자재,12대 기인물,2,8.5%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,"철근콘크리트자재(철근,콘크리트,PC)",떨어짐,1,124,0.8,건설자재,해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,고소작업대,끼임,1,124,0.8,고소작업대,12대 기인물,6,4.9%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,고소작업대,떨어짐,1,124,0.8,고소작업대,12대 기인물,6,4.9%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,기계설비,끼임,1,124,0.8,기계설비,해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,기계설비,맞음,1,124,0.8,기계설비,해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,"기타자재(내부마감재,시멘트,마대)",떨어짐,1,124,0.8,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,"기타자재(내부마감재,시멘트,마대)",화재,1,124,0.8,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,"지붕(처마,홈통)",끼임,1,124,0.8,마감재,12대 기인물,3,7.1%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,바닥(바닥에 걸려 넘어짐),떨어짐,1,124,0.8,바닥(바닥에 걸려 넘어짐),해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,배관,깔림 뒤집힘,1,124,0.8,배관,해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,비계,떨어짐,1,124,0.8,비계,12대 기인물,4,6.9%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,사다리,떨어짐,1,124,0.8,사다리,12대 기인물,4,6.9%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,이동식비계,떨어짐,1,124,0.8,이동식비계,12대 기인물,4,6.9%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,작업발판/가설계단,떨어짐,1,124,0.8,작업발판/가설계단,12대 기인물,4,6.9%
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,전주,떨어짐,1,124,0.8,전기,해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,전주,맞음,1,124,0.8,전기,해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,충전부,감전,1,124,0.8,전기,해당없음,해당없음,해당없음
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,충전부,떨어짐,1,124,0.8,전기,해당없음,해당없음,해당없음
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,달비계,떨어짐,51,88,58.0,비계,12대 기인물,8,3.7%
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,고소작업대,떨어짐,11,88,12.5,고소작업대,12대 기인물,6,4.9%
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,"지붕(처마,홈통)",떨어짐,6,88,6.8,마감재,12대 기인물,3,7.1%
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,사다리,떨어짐,4,88,4.5,사다리,12대 기인물,4,6.9%
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,슬라브단부,떨어짐,3,88,3.4,슬라브단부,해당없음,해당없음,해당없음
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,이동식비계,떨어짐,3,88,3.4,이동식비계,12대 기인물,4,6.9%
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,기타구조물,떨어짐,2,88,2.3,기타구조물,해당없음,해당없음,해당없음
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,작업발판/가설계단,떨어짐,2,88,2.3,작업발판/가설계단,12대 기인물,4,6.9%
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,개구부(기타개구부),떨어짐,1,88,1.1,개구부,12대 기인물,1,9.0%
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,개구부(바닥개구부),떨어짐,1,88,1.1,개구부,12대 기인물,1,9.0%
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,이동식크레인,떨어짐,1,88,1.1,건설기계,12대 기인물,12,2.3%
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,철골(철골구조물),떨어짐,1,88,1.1,건설자재,12대 기인물,2,8.5%
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,바닥(바닥에 걸려 넘어짐),떨어짐,1,88,1.1,바닥(바닥에 걸려 넘어짐),해당없음,해당없음,해당없음
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,비계,떨어짐,1,88,1.1,비계,12대 기인물,4,6.9%
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,거푸집,떨어짐,16,76,21.1,거푸집,12대 기인물,11,3.0%
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,슬라브단부,떨어짐,9,76,11.8,슬라브단부,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,비계,떨어짐,8,76,10.5,비계,12대 기인물,4,6.9%
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,거푸집,깔림 뒤집힘,7,76,9.2,거푸집,12대 기인물,11,3.0%
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,작업발판/가설계단,떨어짐,6,76,7.9,작업발판/가설계단,12대 기인물,4,6.9%
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,개구부(기타개구부),떨어짐,5,76,6.6,개구부,12대 기인물,1,9.0%
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,동바리,떨어짐,5,76,6.6,동바리,12대 기인물,11,3.0%
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,개구부(바닥개구부),떨어짐,3,76,3.9,개구부,12대 기인물,1,9.0%
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,"기타자재(내부마감재,시멘트,마대)",떨어짐,2,76,2.6,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,분류불능,원인미상,2,76,2.6,분류불능,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,엘리베이터피트,떨어짐,2,76,2.6,엘리베이터피트,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,거푸집,맞음,1,76,1.3,거푸집,12대 기인물,11,3.0%
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,이동식크레인,떨어짐,1,76,1.3,건설기계,12대 기인물,12,2.3%
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,철골(철골구조물),떨어짐,1,76,1.3,건설자재,12대 기인물,2,8.5%
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,계단,떨어짐,1,76,1.3,계단,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,동바리,맞음,1,76,1.3,동바리,12대 기인물,11,3.0%
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,리프트,끼임,1,76,1.3,리프트,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,바닥(바닥에 걸려 넘어짐),넘어짐,1,76,1.3,바닥(바닥에 걸려 넘어짐),해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,비계(일체형비계),떨어짐,1,76,1.3,비계,12대 기인물,4,6.9%
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,사다리,떨어짐,1,76,1.3,사다리,12대 기인물,4,6.9%
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,화학물질,화재,1,76,1.3,화학물질,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,흙막이가시설,떨어짐,1,76,1.3,흙막이가시설,해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,토사,무너짐,21,73,28.8,토사,해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,굴착기,부딪힘 접촉,11,73,15.1,건설기계,12대 기인물,5,4.9%
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,트럭,깔림 뒤집힘,5,73,6.8,건설기계,12대 기인물,9,3.4%
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,굴착기,맞음(낙하물체),3,73,4.1,건설기계,12대 기인물,5,4.9%
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,배관,부딪힘 접촉,3,73,4.1,배관,해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,굴착기,깔림 뒤집힘,2,73,2.7,건설기계,12대 기인물,5,4.9%
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,"철근콘크리트자재(철근,콘크리트,PC)",깔림 뒤집힘,2,73,2.7,건설자재,해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,"기타자재(내부마감재,시멘트,마대)",맞음,2,73,2.7,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
