공종,기인물,재해형태,사고건수,공종전체건수,비중(%)
11. 기타 토목공사,토사,무너짐,45,157,28.7
11. 기타 토목공사,굴착기,부딪힘 접촉,16,157,10.2
11. 기타 토목공사,트럭,깔림 뒤집힘,6,157,3.8
11. 기타 토목공사,굴착기,깔림 뒤집힘,5,157,3.2
11. 기타 토목공사,굴착기,맞음(낙하물체),4,157,2.5
11. 기타 토목공사,벽체,무너짐,4,157,2.5
11. 기타 토목공사,슬라브단부,떨어짐,4,157,2.5
11. 기타 토목공사,굴착기,끼임,3,157,1.9
11. 기타 토목공사,굴착기,맞음,3,157,1.9
11. 기타 토목공사,기타구조물,깔림 뒤집힘,3,157,1.9
11. 기타 토목공사,배관,부딪힘 접촉,3,157,1.9
11. 기타 토목공사,수목,깔림 뒤집힘,3,157,1.9
11. 기타 토목공사,"각재(파이프,강관,합판)",맞음,2,157,1.3
11. 기타 토목공사,기타구조물,떨어짐,2,157,1.3
11. 기타 토목공사,"기타자재(내부마감재,시멘트,마대)",맞음,2,157,1.3
11. 기타 토목공사,로울러,떨어짐,2,157,1.3
11. 기타 토목공사,물,떨어짐,2,157,1.3
11. 기타 토목공사,물,익사,2,157,1.3
11. 기타 토목공사,암석,무너짐,2,157,1.3
11. 기타 토목공사,전주,떨어짐,2,157,1.3
11. 기타 토목공사,"철근콘크리트자재(철근,콘크리트,PC)",깔림 뒤집힘,2,157,1.3
11. 기타 토목공사,충전부,감전,2,157,1.3
11. 기타 토목공사,트럭,끼임,2,157,1.3
11. 기타 토목공사,트럭,떨어짐,2,157,1.3
11. 기타 토목공사,화학물질,떨어짐,2,157,1.3
11. 기타 토목공사,화학물질,산소결핍 질식,2,157,1.3
11. 기타 토목공사,화학물질,유해위험물질 노출 접촉,2,157,1.3
11. 기타 토목공사,"각재(파이프,강관,합판)",깔림 뒤집힘,1,157,0.6
11. 기타 토목공사,교통수단,부딪힘 접촉,1,157,0.6
11. 기타 토목공사,기타건설장비,깔림 뒤집힘,1,157,0.6
11. 기타 토목공사,기타구조물,끼임,1,157,0.6
11. 기타 토목공사,기타구조물,부딪힘 접촉,1,157,0.6
11. 기타 토목공사,"기타자재(내부마감재,시멘트,마대)",깔림 뒤집힘,1,157,0.6
11. 기타 토목공사,"기타자재(내부마감재,시멘트,마대)",끼임,1,157,0.6
11. 기타 토목공사,물,맞음,1,157,0.6
11. 기타 토목공사,물,폭발,1,157,0.6
11. 기타 토목공사,바닥(바닥에 걸려 넘어짐),떨어짐,1,157,0.6
11. 기타 토목공사,배관,깔림 뒤집힘,1,157,0.6
11. 기타 토목공사,배관,절단 베임 찔림,1,157,0.6
11. 기타 토목공사,배관,폭발,1,157,0.6
11. 기타 토목공사,분류불능,끼임,1,157,0.6
11. 기타 토목공사,분류불능,떨어짐,1,157,0.6
11. 기타 토목공사,분류불능,원인미상,1,157,0.6
11. 기타 토목공사,비계,떨어짐,1,157,0.6
11. 기타 토목공사,수목,맞음,1,157,0.6
11. 기타 토목공사,암석,떨어짐,1,157,0.6
11. 기타 토목공사,이동식크레인,떨어짐,1,157,0.6
11. 기타 토목공사,작업발판/가설계단,떨어짐,1,157,0.6
11. 기타 토목공사,절단기/톱,맞음,1,157,0.6
11. 기타 토목공사,절단기/톱,절단 베임 찔림,1,157,0.6
11. 기타 토목공사,콘크리트펌프카,맞음,1,157,0.6
11. 기타 토목공사,토사,깔림 뒤집힘,1,157,0.6
11. 기타 토목공사,토사,떨어짐,1,157,0.6
11. 기타 토목공사,트럭,부딪힘 접촉,1,157,0.6
11. 기타 토목공사,흙막이가시설,떨어짐,1,157,0.6
1. 토공사,천공기/항타기,맞음,13,153,8.5
1. 토공사,흙막이가시설,떨어짐,13,153,8.5
1. 토공사,굴착기,깔림 뒤집힘,10,153,6.5
1. 토공사,토사,무너짐,10,153,6.5
1. 토공사,트럭,깔림 뒤집힘,10,153,6.5
1. 토공사,굴착기,맞음,6,153,3.9
1. 토공사,천공기/항타기,깔림 뒤집힘,6,153,3.9
1. 토공사,천공기/항타기,끼임,6,153,3.9
1. 토공사,굴착기,부딪힘 접촉,4,153,2.6
1. 토공사,트럭,끼임,4,153,2.6
1. 토공사,흙막이가시설,부딪힘 접촉,4,153,2.6
1. 토공사,굴착기,끼임,3,153,2.0
1. 토공사,굴착기,떨어짐,3,153,2.0
1. 토공사,암석,맞음,3,153,2.0
1. 토공사,이동식크레인,떨어짐,3,153,2.0
1. 토공사,이동식크레인,맞음(낙하물체),3,153,2.0
1. 토공사,천공기/항타기,떨어짐,3,153,2.0
1. 토공사,토사,깔림 뒤집힘,3,153,2.0
1. 토공사,트럭,떨어짐,3,153,2.0
1. 토공사,흙막이가시설,깔림 뒤집힘,3,153,2.0
1. 토공사,개구부(기타개구부),떨어짐,2,153,1.3
1. 토공사,고소작업대,떨어짐,2,153,1.3
1. 토공사,굴착기,맞음(낙하물체),2,153,1.3
1. 토공사,기초파일,끼임,2,153,1.3
1. 토공사,분류불능,원인미상,2,153,1.3
1. 토공사,이동식크레인,깔림 뒤집힘,2,153,1.3
1. 토공사,이동식크레인,맞음,2,153,1.3
1. 토공사,흙막이가시설,무너짐,2,153,1.3
1. 토공사,개구부(바닥개구부),떨어짐,1,153,0.7
1. 토공사,기초파일,떨어짐,1,153,0.7
1. 토공사,기초파일,맞음,1,153,0.7
1. 토공사,기타건설장비,깔림 뒤집힘,1,153,0.7
1. 토공사,기타건설장비,떨어짐,1,153,0.7
1. 토공사,기타건설장비,맞음,1,153,0.7
1. 토공사,기타건설장비,맞음(낙하물체),1,153,0.7
1. 토공사,물,맞음,1,153,0.7
1. 토공사,벽체,맞음,1,153,0.7
1. 토공사,암석,깔림 뒤집힘,1,153,0.7
1. 토공사,이동식크레인,끼임,1,153,0.7
1. 토공사,이동식크레인,부딪힘 접촉,1,153,0.7
1. 토공사,작업발판/가설계단,떨어짐,1,153,0.7
1. 토공사,전주,맞음,1,153,0.7
1. 토공사,천공기/항타기,맞음(낙하물체),1,153,0.7
1. 토공사,천공기/항타기,절단 베임 찔림,1,153,0.7
1. 토공사,철골(철골자재),깔림 뒤집힘,1,153,0.7
1. 토공사,철골(철골자재),끼임,1,153,0.7
1. 토공사,철골(철골자재),부딪힘 접촉,1,153,0.7
1. 토공사,충전부,감전,1,153,0.7
1. 토공사,토사,끼임,1,153,0.7
1. 토공사,화학물질,폭발,1,153,0.7
1. 토공사,흙막이가시설,끼임,1,153,0.7
1. 토공사,흙막이가시설,맞음,1,153,0.7
6. 조경공사,수목,깔림 뒤집힘,12,60,20.0
6. 조경공사,굴착기,깔림 뒤집힘,8,60,13.3
6. 조경공사,사다리,떨어짐,4,60,6.7
6. 조경공사,수목,떨어짐,4,60,6.7
6. 조경공사,수목,맞음,3,60,5.0
6. 조경공사,암석,끼임,3,60,5.0
6. 조경공사,충전부,감전,3,60,5.0
6. 조경공사,고소작업대,떨어짐,2,60,3.3
6. 조경공사,충전부,떨어짐,2,60,3.3
6. 조경공사,트럭,부딪힘 접촉,2,60,3.3
6. 조경공사,"각재(파이프,강관,합판)",맞음,1,60,1.7
6. 조경공사,계단,떨어짐,1,60,1.7
6. 조경공사,굴착기,맞음(낙하물체),1,60,1.7
6. 조경공사,기타건설장비,깔림 뒤집힘,1,60,1.7
6. 조경공사,기타건설장비,맞음,1,60,1.7
6. 조경공사,기타구조물,깔림 뒤집힘,1,60,1.7
6. 조경공사,"기타자재(내부마감재,시멘트,마대)",끼임,1,60,1.7
6. 조경공사,벽체,깔림 뒤집힘,1,60,1.7
6. 조경공사,벽체,떨어짐,1,60,1.7
6. 조경공사,분류불능,화재,1,60,1.7
6. 조경공사,수목,끼임,1,60,1.7
6. 조경공사,슬라브단부,떨어짐,1,60,1.7
6. 조경공사,암석,맞음,1,60,1.7
6. 조경공사,지게차,부딪힘 접촉,1,60,1.7
6. 조경공사,철골(철골자재),끼임,1,60,1.7
6. 조경공사,트럭,깔림 뒤집힘,1,60,1.7
6. 조경공사,트럭,떨어짐,1,60,1.7
7. 도로 및 포장공사,트럭,깔림 뒤집힘,16,54,29.6
7. 도로 및 포장공사,로울러,깔림 뒤집힘,11,54,20.4
7. 도로 및 포장공사,기타건설장비,깔림 뒤집힘,6,54,11.1
7. 도로 및 포장공사,굴착기,깔림 뒤집힘,5,54,9.3
7. 도로 및 포장공사,기타구조물,깔림 뒤집힘,2,54,3.7
7. 도로 및 포장공사,개구부(바닥개구부),떨어짐,1,54,1.9
7. 도로 및 포장공사,교통수단,부딪힘 접촉,1,54,1.9
7. 도로 및 포장공사,굴착기,부딪힘 접촉,1,54,1.9
7. 도로 및 포장공사,기계설비,떨어짐,1,54,1.9
7. 도로 및 포장공사,기타가설구조물,떨어짐,1,54,1.9
7. 도로 및 포장공사,기타건설장비,끼임,1,54,1.9
7. 도로 및 포장공사,기타건설장비,무너짐,1,54,1.9
7. 도로 및 포장공사,기타구조물,무너짐,1,54,1.9
7. 도로 및 포장공사,로울러,떨어짐,1,54,1.9
7. 도로 및 포장공사,바닥(바닥에 걸려 넘어짐),무너짐,1,54,1.9
7. 도로 및 포장공사,이동식크레인,깔림 뒤집힘,1,54,1.9
7. 도로 및 포장공사,트럭,떨어짐,1,54,1.9
7. 도로 및 포장공사,트럭,무너짐,1,54,1.9
7. 도로 및 포장공사,트럭,부딪힘 접촉,1,54,1.9
9. 터널공사,암석,맞음,4,17,23.5
9. 터널공사,기타건설장비,끼임,2,17,11.8
9. 터널공사,고소작업대,끼임,1,17,5.9
9. 터널공사,굴착기,깔림 뒤집힘,1,17,5.9
9. 터널공사,"기타자재(내부마감재,시멘트,마대)",맞음,1,17,5.9
9. 터널공사,암석,무너짐,1,17,5.9
9. 터널공사,이동식비계,떨어짐,1,17,5.9
9. 터널공사,작업발판/가설계단,끼임,1,17,5.9
9. 터널공사,철골(철골자재),맞음,1,17,5.9
9. 터널공사,"철근콘크리트자재(철근,콘크리트,PC)",깔림 뒤집힘,1,17,5.9
9. 터널공사,토사,끼임,1,17,5.9
9. 터널공사,트럭,부딪힘 접촉,1,17,5.9
9. 터널공사,흙막이가시설,떨어짐,1,17,5.9
10. 하천 및 항만공사,물,보호구 이상,6,15,40.0
10. 하천 및 항만공사,굴착기,깔림 뒤집힘,1,15,6.7
10. 하천 및 항만공사,기타건설장비,떨어짐,1,15,6.7
10. 하천 및 항만공사,슬라브단부,떨어짐,1,15,6.7
10. 하천 및 항만공사,용접(단)기,폭발,1,15,6.7
10. 하천 및 항만공사,원인미상,넘어짐,1,15,6.7
10. 하천 및 항만공사,이동식크레인,맞음,1,15,6.7
10. 하천 및 항만공사,절단기/톱,맞음,1,15,6.7
10. 하천 및 항만공사,트럭,끼임,1,15,6.7
10. 하천 및 항만공사,화학물질,유해위험물질 노출 접촉,1,15,6.7
8. 교량공사,개구부(기타개구부),떨어짐,2,11,18.2
8. 교량공사,"각재(파이프,강관,합판)",깔림 뒤집힘,1,11,9.1
8. 교량공사,거푸집,깔림 뒤집힘,1,11,9.1
8. 교량공사,거푸집,떨어짐,1,11,9.1
8. 교량공사,교통수단,떨어짐,1,11,9.1
8. 교량공사,기타건설장비,떨어짐,1,11,9.1
8. 교량공사,기타구조물,맞음,1,11,9.1
8. 교량공사,비계,떨어짐,1,11,9.1
8. 교량공사,작업발판/가설계단,떨어짐,1,11,9.1
8. 교량공사,"철근콘크리트자재(철근,콘크리트,PC)",깔림 뒤집힘,1,11,9.1
